index,event,timestamp,pos_x,pos_y,res_timestamp,decision,earned_points,total_points,game_timestamp,condition,n_game,subject,filename,n_star,interaction_type,n,deviation,gaze_pos_x,gaze_pos_y
14632,activate_star,46014,1008,693,521403178,-,0,518,42850,im,1,11AK,im_log_game_1,10,holiday_home,3,,,
14656,activate_star,82376,772,620,521439538,-,0,829,79212,im,1,11AK,im_log_game_1,6,blast,4,,,
14670,activate_star,97217,599,489,521454378,-,0,1026,94053,im,1,11AK,im_log_game_1,2,blast,5,,,
14684,activate_star,111733,684,200,521468899,-,0,1343,108569,im,1,11AK,im_log_game_1,4,blast,6,52.44,690.7,251.5
14698,activate_star,125536,1276,193,521482698,-,0,1446,122372,im,1,11AK,im_log_game_1,18,blast,7,,,
14711,activate_star,139535,568,830,521496698,-,0,1621,136371,im,1,11AK,im_log_game_1,0,blast,8,,,
14725,activate_star,153098,1042,938,521510258,-,0,1798,149934,im,1,11AK,im_log_game_1,11,blast,9,,,
14739,activate_star,166656,1249,935,521523818,-,0,1946,163492,im,1,11AK,im_log_game_1,16,blast,10,70.07,1183.4,932.7
14754,activate_star,9364,815,662,521545059,-,0,2079,178182,im,1,11AK,im_log_game_1,7,holiday_home,11,,,
14771,activate_star,33209,730,847,521568898,-,0,2283,202027,im,1,11AK,im_log_game_1,5,blast,12,18.23,732.5,846.2
14784,activate_star,45543,969,918,521581218,-,0,2441,214361,im,1,11AK,im_log_game_1,9,blast,13,33.15,943.5,898.9
14799,activate_star,59569,1269,700,521595258,-,0,2703,228387,im,1,11AK,im_log_game_1,17,holiday_home,14,,,
14803,activate_star,70448,1112,520,521606138,-,0,2703,239266,im,1,11AK,im_log_game_1,12,holiday_home,15,,,
14924,activate_star,4810,923,540,522107012,-,0,0,2028,im,2,11AK,im_log_game_2,8,holiday_home,1,,,
14944,activate_star,55406,658,636,522157612,-,0,0,52624,im,2,11AK,im_log_game_2,2,blast,2,47.54,613.3,632.8
14959,activate_star,68809,784,800,522171012,-,0,275,66027,im,2,11AK,im_log_game_2,5,blast,3,,,
14973,activate_star,82565,1025,801,522184772,-,0,516,79783,im,2,11AK,im_log_game_2,11,blast,4,,,
14988,activate_star,97090,1122,566,522199292,-,0,870,94308,im,2,11AK,im_log_game_2,13,holiday_home,5,,,
14996,activate_star,109409,991,153,522211612,-,0,870,106627,im,2,11AK,im_log_game_2,10,blast,6,,,
15011,activate_star,123849,762,205,522226052,-,0,1159,121067,im,2,11AK,im_log_game_2,4,blast,7,,,
15028,activate_star,139568,1358,552,522241775,-,0,1186,136786,im,2,11AK,im_log_game_2,19,blast,8,,,
15042,activate_star,153905,1254,754,522256092,-,0,1363,151123,im,2,11AK,im_log_game_2,16,holiday_home,9,41.7,1213.7,754.9
15048,activate_star,166009,1122,566,522268212,-,0,1363,163227,im,2,11AK,im_log_game_2,13,blast,10,,,
15061,activate_star,178685,923,540,522280892,-,0,1423,175903,im,2,11AK,im_log_game_2,8,blast,11,,,
15074,activate_star,192691,1233,203,522294892,-,0,1683,189909,im,2,11AK,im_log_game_2,15,blast,12,,,
15087,activate_star,206212,1254,754,522308412,-,0,1793,203430,im,2,11AK,im_log_game_2,16,holiday_home,13,,,
15110,activate_star,5333,875,614,522336491,-,0,2113,229197,im,2,11AK,im_log_game_2,7,blast,14,,,
15123,activate_star,20697,689,538,522351851,-,0,2250,244561,im,2,11AK,im_log_game_2,3,blast,15,37.79,676.7,563.3
15136,activate_star,35098,639,301,522366251,-,0,2557,258962,im,2,11AK,im_log_game_2,1,holiday_home,16,32.52,617.3,287.1
15155,activate_star,58776,562,754,522389933,-,0,2787,282640,im,2,11AK,im_log_game_2,0,blast,17,40.44,540.6,738.1
15170,activate_star,74860,798,864,522406011,-,0,2900,298724,im,2,11AK,im_log_game_2,6,holiday_home,18,,,
15174,activate_star,85976,949,303,522417131,-,0,2900,309840,im,2,11AK,im_log_game_2,9,blast,19,,,
15187,activate_star,99892,1169,491,522431051,-,0,3065,323756,im,2,11AK,im_log_game_2,14,blast,20,,,
15200,activate_star,113658,1264,269,522444811,-,0,3297,337522,im,2,11AK,im_log_game_2,17,holiday_home,21,,,
15217,activate_star,137178,798,864,522468332,-,0,3527,361042,im,2,11AK,im_log_game_2,6,blast,22,,,
15230,activate_star,150731,1111,691,522481891,-,0,3747,374595,im,2,11AK,im_log_game_2,12,holiday_home,23,41.5,1114.8,719.5
15248,activate_star,177855,1336,662,522509011,-,0,3905,401719,im,2,11AK,im_log_game_2,18,blast,24,,,
15264,activate_star,4230,827,566,522922848,-,0,0,2363,im,3,11AK,im_log_game_3,6,holiday_home,1,,,
15270,activate_star,15788,728,378,522934407,-,0,0,13921,im,3,11AK,im_log_game_3,3,blast,2,,,
15285,activate_star,30116,610,611,522948727,-,0,61,28249,im,3,11AK,im_log_game_3,1,holiday_home,3,,,
15302,activate_star,54361,595,912,522972967,-,0,370,52494,im,3,11AK,im_log_game_3,0,blast,4,49.65,554.4,922.6
15316,activate_star,69353,827,566,522987968,-,0,371,67486,im,3,11AK,im_log_game_3,6,blast,5,,,
15330,activate_star,85508,1090,349,523004127,-,0,436,83641,im,3,11AK,im_log_game_3,11,holiday_home,6,,,
15336,activate_star,97908,1311,632,523016528,-,0,436,96041,im,3,11AK,im_log_game_3,17,blast,7,48.81,1267.2,618.75
15350,activate_star,112472,1049,776,523031087,-,0,709,110605,im,3,11AK,im_log_game_3,10,blast,8,,,
15363,activate_star,125395,795,792,523044007,-,0,909,123528,im,3,11AK,im_log_game_3,5,blast,9,53.71,746.8,772.5
15378,activate_star,141628,1090,349,523060247,-,0,1221,139761,im,3,11AK,im_log_game_3,11,blast,10,,,
15391,activate_star,154956,1288,144,523073567,-,0,1409,153089,im,3,11AK,im_log_game_3,16,blast,11,9.49,1286.4,140.5
15404,activate_star,168289,1359,406,523086887,-,0,1629,166422,im,3,11AK,im_log_game_3,19,blast,12,28.63,1341.6,383.7
15419,activate_star,10150,666,501,523108927,-,0,1858,184075,im,3,11AK,im_log_game_3,2,blast,13,,,
15433,activate_star,23868,916,434,523122647,-,0,1882,197793,im,3,11AK,im_log_game_3,8,holiday_home,14,,,
15443,activate_star,44708,782,206,523143487,-,0,1882,218633,im,3,11AK,im_log_game_3,4,blast,15,,,
15456,activate_star,58045,1264,148,523156807,-,0,2104,231970,im,3,11AK,im_log_game_3,15,blast,16,24.42,1250.4,166.5
15469,activate_star,70375,1319,352,523169127,-,0,2266,244300,im,3,11AK,im_log_game_3,18,holiday_home,17,41.75,1282.8,373.0
15486,activate_star,93507,1113,373,523192287,-,0,2531,267432,im,3,11AK,im_log_game_3,12,blast,18,58.24,1070.2,371.8
15502,activate_star,110985,1191,566,523209767,-,0,2638,284910,im,3,11AK,im_log_game_3,13,blast,19,,,
15517,activate_star,125666,916,434,523224447,-,0,2900,299591,im,3,11AK,im_log_game_3,8,holiday_home,20,,,
15542,activate_star,156627,900,840,523255407,-,0,3058,330552,im,3,11AK,im_log_game_3,7,blast,21,,,
15555,activate_star,169990,1226,809,523268767,-,0,3186,343915,im,3,11AK,im_log_game_3,14,blast,22,,,
15570,activate_star,188467,950,634,523287247,-,0,3229,362392,im,3,11AK,im_log_game_3,9,blast,23,65.19,893.2,598.6
15586,activate_star,5160,900,431,526467161,-,0,0,2702,qm,1,11AK,qm_log_game_1,9,holiday_home,1,,,
15590,activate_star,16114,1034,587,526478121,-,0,0,13656,qm,1,11AK,qm_log_game_1,11,holiday_home,2,,,
15944,activate_star,13618,991,415,527305782,-,0,0,7161,qm,2,11AK,qm_log_game_2,10,blast,1,,,
15963,activate_star,48979,601,410,527341142,-,0,-191,42522,qm,2,11AK,qm_log_game_2,1,blast,2,,,
15977,activate_star,63656,789,286,527355822,-,0,-58,57199,qm,2,11AK,qm_log_game_2,6,blast,3,49.04,740.4,288.3
15990,activate_star,76062,801,802,527368222,-,0,-166,69605,qm,2,11AK,qm_log_game_2,7,blast,4,71.72,743.7,763.8
16003,activate_star,89820,594,839,527381982,-,0,42,83363,qm,2,11AK,qm_log_game_2,0,blast,5,,,
16016,activate_star,103660,1154,868,527395825,-,0,286,97203,qm,2,11AK,qm_log_game_2,14,blast,6,,,
16033,activate_star,122779,1176,654,527414942,-,0,510,116322,qm,2,11AK,qm_log_game_2,15,blast,7,87.89,1095.0,623.8
16047,activate_star,138577,1238,457,527430742,-,0,548,132120,qm,2,11AK,qm_log_game_2,17,blast,8,33.78,1204.4,457.8
16061,activate_star,155538,1353,754,527447702,-,0,730,149081,qm,2,11AK,qm_log_game_2,18,blast,9,,,
16074,activate_star,169539,1152,206,527461702,-,0,880,163082,qm,2,11AK,qm_log_game_2,13,blast,10,,,
16089,activate_star,9441,1050,690,527483022,-,0,1147,178983,qm,2,11AK,qm_log_game_2,12,blast,11,,,
16102,activate_star,23440,1049,913,527497022,-,0,1420,192982,qm,2,11AK,qm_log_game_2,11,blast,12,,,
16116,activate_star,38327,691,935,527511902,-,0,1598,207869,qm,2,11AK,qm_log_game_2,4,blast,13,,,
16129,activate_star,51245,699,729,527524822,-,0,1808,220787,qm,2,11AK,qm_log_game_2,5,blast,14,,,
16142,activate_star,65841,665,427,527539422,-,0,2055,235383,qm,2,11AK,qm_log_game_2,3,blast,15,17.66,657.9,427.2
16155,activate_star,80121,973,446,527553702,-,0,2362,249663,qm,2,11AK,qm_log_game_2,9,blast,16,,,
16171,activate_star,95454,823,260,527569022,-,0,2479,264996,qm,2,11AK,qm_log_game_2,8,blast,17,17.29,821.7,259.8
16185,activate_star,111084,630,195,527584662,-,0,2665,280626,qm,2,11AK,qm_log_game_2,2,blast,18,32.21,645.6,222.1
16198,activate_star,126241,1358,660,527599822,-,0,2833,295783,qm,2,11AK,qm_log_game_2,19,blast,19,32.67,1328.8,661.7
16211,activate_star,140282,1226,314,527613862,-,0,3005,309824,qm,2,11AK,qm_log_game_2,16,blast,20,32.79,1196.8,300.0
16226,activate_star,9984,1080,654,528030816,-,0,0,6525,qm,3,11AK,qm_log_game_3,13,holiday_home,1,,,
16234,activate_star,26985,822,402,528047816,-,0,0,23526,qm,3,11AK,qm_log_game_3,6,blast,2,88.53,738.0,400.6
16255,activate_star,56103,832,849,528076936,-,0,260,52644,qm,3,11AK,qm_log_game_3,8,holiday_home,3,,,
16277,activate_star,92908,614,699,528113736,-,0,260,89449,qm,3,11AK,qm_log_game_3,2,holiday_home,4,,,
16571,activate_star,5145,1001,934,700061303,-,0,0,3005,im,1,13AU,im_log_game_1,4,blast,1,,,
16584,activate_star,17789,1317,933,700073943,-,0,286,15649,im,1,13AU,im_log_game_1,7,blast,2,,,
16597,activate_star,31987,1318,327,700088143,-,0,588,29847,im,1,13AU,im_log_game_1,8,blast,3,,,
16610,activate_star,46105,1338,578,700102263,-,0,828,43965,im,1,13AU,im_log_game_1,9,blast,4,,,
16624,activate_star,60748,1065,688,700116902,-,0,1034,58608,im,1,13AU,im_log_game_1,5,blast,5,,,
16637,activate_star,74384,566,933,700130543,-,0,1172,72244,im,1,13AU,im_log_game_1,0,holiday_home,6,,,
16655,activate_star,98785,839,677,700154942,-,0,1199,96645,im,1,13AU,im_log_game_1,3,blast,7,,,
16668,activate_star,113105,1144,214,700169265,-,0,1205,110965,im,1,13AU,im_log_game_1,6,holiday_home,8,,,
16676,activate_star,133988,759,287,700190142,-,0,1205,131848,im,1,13AU,im_log_game_1,2,blast,9,,,
16691,activate_star,147305,620,598,700203462,-,0,1248,145165,im,1,13AU,im_log_game_1,1,blast,10,,,
16709,activate_star,165425,1144,214,700221582,-,0,1329,163285,im,1,13AU,im_log_game_1,6,blast,11,,,
16724,activate_star,7504,958,388,700802505,-,0,1445,180132,im,1,13AU,im_log_game_2,5,holiday_home,1,,,
16732,activate_star,30108,1125,793,700825105,-,0,1445,202736,im,1,13AU,im_log_game_2,6,blast,2,,,
16748,activate_star,46447,1132,561,700841425,-,0,1602,219075,im,1,13AU,im_log_game_2,7,blast,3,,,
16764,activate_star,62825,1161,342,700857825,-,0,1832,235453,im,1,13AU,im_log_game_2,8,blast,4,,,
16777,activate_star,76262,807,674,700871265,-,0,1976,248890,im,1,13AU,im_log_game_2,4,blast,5,,,
16790,activate_star,88706,774,925,700883705,-,0,2003,261334,im,1,13AU,im_log_game_2,2,holiday_home,6,,,
16811,activate_star,122068,561,748,700917065,-,0,1975,294696,im,1,13AU,im_log_game_2,0,holiday_home,7,,,
16907,activate_star,6249,1011,601,701474540,-,0,0,3413,im,2,13AU,im_log_game_3,12,blast,1,,,
16920,activate_star,18850,833,705,701487140,-,0,140,16014,im,2,13AU,im_log_game_3,8,blast,2,,,
16934,activate_star,32411,1212,462,701500699,-,0,411,29575,im,2,13AU,im_log_game_3,17,holiday_home,3,,,
16955,activate_star,66695,646,469,701534979,-,0,461,63859,im,2,13AU,im_log_game_3,4,blast,4,,,
16968,activate_star,80170,925,213,701548459,-,0,569,77334,im,2,13AU,im_log_game_3,10,blast,5,,,
16982,activate_star,94509,576,868,701562779,-,0,611,91673,im,2,13AU,im_log_game_3,1,blast,6,,,
17003,activate_star,115848,1089,913,701584139,-,0,733,113012,im,2,13AU,im_log_game_3,15,blast,7,,,
17018,activate_star,132090,1245,212,701600379,-,0,685,129254,im,2,13AU,im_log_game_3,18,blast,8,,,
17032,activate_star,146609,565,654,701614899,-,0,738,143773,im,2,13AU,im_log_game_3,0,blast,9,,,
17048,activate_star,162956,674,226,701631219,-,0,787,160120,im,2,13AU,im_log_game_3,5,blast,10,,,
17063,activate_star,9934,907,388,701652059,-,0,766,175173,im,2,13AU,im_log_game_3,9,blast,11,,,
17078,activate_star,24648,1301,210,701666779,-,0,1081,189887,im,2,13AU,im_log_game_3,19,holiday_home,12,,,
17097,activate_star,54768,1070,511,701696899,-,0,1306,220007,im,2,13AU,im_log_game_3,13,blast,13,,,
17110,activate_star,68530,705,172,701710659,-,0,1386,233769,im,2,13AU,im_log_game_3,6,blast,14,,,
17124,activate_star,83491,775,594,701725619,-,0,1499,248730,im,2,13AU,im_log_game_3,7,holiday_home,15,,,
17141,activate_star,107411,640,847,701749539,-,0,1504,272650,im,2,13AU,im_log_game_3,3,blast,16,,,
17154,activate_star,119933,1194,684,701762058,-,0,1653,285172,im,2,13AU,im_log_game_3,16,holiday_home,17,,,
17180,activate_star,158808,590,344,701800939,-,0,1700,324047,im,2,13AU,im_log_game_3,2,blast,18,,,
17197,activate_star,197569,1087,199,701839698,-,0,1679,362808,im,2,13AU,im_log_game_3,14,blast,19,,,
17220,activate_star,245171,1006,940,701887298,-,0,1830,410410,im,2,13AU,im_log_game_3,11,holiday_home,20,,,
17562,activate_star,5234,940,639,694407984,-,0,0,2459,qm,1,13AU,qm_log_game_1,8,holiday_home,1,,,
17568,activate_star,16996,1103,869,694419744,-,0,0,14221,qm,1,13AU,qm_log_game_1,12,blast,2,,,
17582,activate_star,30679,1294,195,694433424,-,0,108,27904,qm,1,13AU,qm_log_game_1,15,holiday_home,3,,,
17586,activate_star,42720,940,639,694445464,-,0,108,39945,qm,1,13AU,qm_log_game_1,8,holiday_home,4,,,
17907,activate_star,6888,892,692,695443589,-,0,0,4722,qm,2,13AU,qm_log_game_2,7,holiday_home,1,,,
17929,activate_star,35764,566,376,695472469,-,0,-185,33598,qm,2,13AU,qm_log_game_2,1,blast,2,,,
17942,activate_star,48094,1084,882,695484789,-,0,-154,45928,qm,2,13AU,qm_log_game_2,12,blast,3,,,
17957,activate_star,61483,702,817,695498189,-,0,-26,59317,qm,2,13AU,qm_log_game_2,4,blast,4,,,
17980,activate_star,90490,1118,552,695527189,-,0,108,88324,qm,2,13AU,qm_log_game_2,13,holiday_home,5,,,
18001,activate_star,120522,1163,169,695557229,-,0,353,118356,qm,2,13AU,qm_log_game_2,14,blast,6,,,
18024,activate_star,150326,718,508,695587028,-,0,380,148160,qm,2,13AU,qm_log_game_2,5,blast,7,,,
18051,activate_star,192369,1329,801,695629068,-,0,329,190203,qm,2,13AU,qm_log_game_2,18,blast,8,,,
18067,activate_star,210443,901,221,695647148,-,0,340,208277,qm,2,13AU,qm_log_game_2,8,blast,9,,,
18080,activate_star,224205,1313,368,695660908,-,0,379,222039,qm,2,13AU,qm_log_game_2,17,blast,10,,,
18099,activate_star,5766,563,606,695678548,-,0,331,237518,qm,2,13AU,qm_log_game_2,0,blast,11,,,
18116,activate_star,26188,1280,886,695698948,-,0,392,257940,qm,2,13AU,qm_log_game_2,16,blast,12,,,
18129,activate_star,39530,808,894,695712308,-,0,415,271282,qm,2,13AU,qm_log_game_2,6,blast,13,,,
18149,activate_star,61250,1052,877,695734028,-,0,259,293002,qm,2,13AU,qm_log_game_2,11,blast,14,,,
18162,activate_star,75088,579,838,695747868,-,0,315,306840,qm,2,13AU,qm_log_game_2,2,blast,15,,,
18175,activate_star,89210,614,375,695761988,-,0,288,320962,qm,2,13AU,qm_log_game_2,3,blast,16,,,
18190,activate_star,103050,1163,530,695775828,-,0,265,334802,qm,2,13AU,qm_log_game_2,15,blast,17,,,
18204,activate_star,116652,924,545,695789428,-,0,225,348404,qm,2,13AU,qm_log_game_2,9,blast,18,,,
18217,activate_star,130890,973,239,695803668,-,0,240,362642,qm,2,13AU,qm_log_game_2,10,blast,19,,,
18232,activate_star,146374,1345,221,695819148,-,0,325,378126,qm,2,13AU,qm_log_game_2,19,holiday_home,20,,,
18257,activate_star,10505,1153,150,696200869,-,0,0,7742,qm,3,13AU,qm_log_game_3,13,holiday_home,1,,,
18261,activate_star,21737,1129,617,696212109,-,0,0,18974,qm,3,13AU,qm_log_game_3,12,holiday_home,2,,,
18702,activate_star,7958,1213,826,759814657,-,0,0,5739,im,1,14BE,im_log_game_1,14,holiday_home,1,,,
18734,activate_star,58596,693,476,759865296,-,0,212,56377,im,1,14BE,im_log_game_1,4,blast,2,,,
18754,activate_star,77833,957,801,759884537,-,0,402,75614,im,1,14BE,im_log_game_1,9,blast,3,,,
18769,activate_star,93633,1116,367,759900336,-,0,719,91414,im,1,14BE,im_log_game_1,12,holiday_home,4,,,
18796,activate_star,140031,1058,609,759946736,-,0,922,137812,im,1,14BE,im_log_game_1,10,holiday_home,5,,,
19070,activate_star,4034,974,557,760478216,-,0,0,2211,im,2,14BE,im_log_game_2,8,holiday_home,1,,,
19089,activate_star,29920,724,590,760504096,-,0,349,28097,im,2,14BE,im_log_game_2,4,blast,2,,,
19103,activate_star,43912,643,918,760518096,-,0,536,42089,im,2,14BE,im_log_game_2,1,blast,3,,,
19119,activate_star,61679,1140,935,760535856,-,0,749,59856,im,2,14BE,im_log_game_2,12,holiday_home,4,,,
19137,activate_star,85277,1346,454,760559456,-,0,1037,83454,im,2,14BE,im_log_game_2,19,holiday_home,5,,,
19448,activate_star,4846,995,345,761189552,-,0,0,2668,im,3,14BE,im_log_game_3,11,holiday_home,1,,,
19480,activate_star,62646,1178,570,761247352,-,0,305,60468,im,3,14BE,im_log_game_3,15,blast,2,,,
19494,activate_star,76973,698,866,761261672,-,0,633,74795,im,3,14BE,im_log_game_3,4,blast,3,,,
19507,activate_star,90306,1201,815,761274992,-,0,839,88128,im,3,14BE,im_log_game_3,16,blast,4,,,
19520,activate_star,102618,882,737,761287312,-,0,1097,100440,im,3,14BE,im_log_game_3,8,blast,5,,,
19534,activate_star,117006,643,608,761301712,-,0,1306,114828,im,3,14BE,im_log_game_3,3,blast,6,,,
19550,activate_star,132087,711,347,761316792,-,0,1577,129909,im,3,14BE,im_log_game_3,5,holiday_home,7,,,
19580,activate_star,187848,1322,380,761372552,-,0,1856,185670,im,3,14BE,im_log_game_3,18,blast,8,,,
19593,activate_star,201170,573,140,761385872,-,0,2016,198992,im,3,14BE,im_log_game_3,0,blast,9,,,
19606,activate_star,214502,1107,153,761399192,-,0,2277,212324,im,3,14BE,im_log_game_3,13,blast,10,,,
19625,activate_star,11333,1051,234,761424432,-,0,2341,232011,im,3,14BE,im_log_game_3,12,blast,11,,,
19639,activate_star,25674,837,146,761438752,-,0,2623,246352,im,3,14BE,im_log_game_3,7,blast,12,,,
19653,activate_star,40571,929,500,761453671,-,0,2918,261249,im,3,14BE,im_log_game_3,9,holiday_home,13,,,
19676,activate_star,76053,1222,743,761489152,-,0,3037,296731,im,3,14BE,im_log_game_3,17,holiday_home,14,,,
19804,activate_star,6684,752,566,763836434,-,0,0,4655,qm,1,14BE,qm_log_game_1,4,holiday_home,1,,,
19825,activate_star,41291,756,348,763871034,-,0,223,39262,qm,1,14BE,qm_log_game_1,5,blast,2,,,
19838,activate_star,54621,915,147,763884354,-,0,490,52592,qm,1,14BE,qm_log_game_1,7,blast,3,,,
19854,activate_star,71605,1152,417,763901354,-,0,697,69576,qm,1,14BE,qm_log_game_1,13,holiday_home,4,,,
19877,activate_star,105654,1359,536,763935396,-,0,1047,103625,qm,1,14BE,qm_log_game_1,19,blast,5,,,
19890,activate_star,119081,1355,287,763948834,-,0,1267,117052,qm,1,14BE,qm_log_game_1,18,holiday_home,6,,,
19913,activate_star,158765,619,792,763988514,-,0,1538,156736,qm,1,14BE,qm_log_game_1,1,blast,7,,,
19927,activate_star,173095,986,587,764002834,-,0,1688,171066,qm,1,14BE,qm_log_game_1,10,blast,8,,,
19940,activate_star,185422,1263,730,764015154,-,0,1948,183393,qm,1,14BE,qm_log_game_1,15,holiday_home,9,,,
19959,activate_star,212084,1005,898,764041834,-,0,2079,210055,qm,1,14BE,qm_log_game_1,12,blast,10,,,
19974,activate_star,7534,574,753,764061233,-,0,2119,226778,qm,1,14BE,qm_log_game_1,0,blast,11,,,
19989,activate_star,22898,750,914,764076594,-,0,2193,242142,qm,1,14BE,qm_log_game_1,3,blast,12,,,
20005,activate_star,40226,805,704,764093913,-,0,2355,259470,qm,1,14BE,qm_log_game_1,6,blast,13,,,
20018,activate_star,53615,964,940,764107313,-,0,2428,272859,qm,1,14BE,qm_log_game_1,9,blast,14,,,
20031,activate_star,66336,1344,556,764120033,-,0,2445,285580,qm,1,14BE,qm_log_game_1,17,blast,15,,,
20044,activate_star,79459,1281,913,764133154,-,0,2407,298703,qm,1,14BE,qm_log_game_1,16,holiday_home,16,,,
20064,activate_star,104911,995,594,764158594,-,0,2488,324155,qm,1,14BE,qm_log_game_1,11,blast,17,,,
20081,activate_star,121699,1203,393,764175394,-,0,2536,340943,qm,1,14BE,qm_log_game_1,14,blast,18,,,
20095,activate_star,136335,717,310,764190033,-,0,2774,355579,qm,1,14BE,qm_log_game_1,2,blast,19,,,
20108,activate_star,149932,943,208,764203634,-,0,2863,369176,qm,1,14BE,qm_log_game_1,8,blast,20,,,
20124,activate_star,4875,716,532,981783,-,0,0,2496,qm,2,14BE,qm_log_game_2,4,blast,1,,,
20140,activate_star,21635,567,216,998543,-,0,223,19256,qm,2,14BE,qm_log_game_2,0,holiday_home,2,,,
20157,activate_star,44772,815,333,1021663,-,0,493,42393,qm,2,14BE,qm_log_game_2,7,holiday_home,3,,,
20438,activate_star,4553,769,286,1570278,-,0,0,2486,qm,3,14BE,qm_log_game_3,5,blast,1,,,
20451,activate_star,16877,1334,178,1582598,-,0,132,14810,qm,3,14BE,qm_log_game_3,18,blast,2,,,
20465,activate_star,30200,643,474,1595918,-,0,427,28133,qm,3,14BE,qm_log_game_3,2,blast,3,,,
20478,activate_star,42526,898,488,1608238,-,0,638,40459,qm,3,14BE,qm_log_game_3,9,blast,4,,,
20491,activate_star,55848,1221,488,1621558,-,0,866,53781,qm,3,14BE,qm_log_game_3,15,holiday_home,5,,,
20509,activate_star,80509,1039,660,1646198,-,0,847,78442,qm,3,14BE,qm_log_game_3,11,blast,6,,,
20522,activate_star,93844,1296,682,1659558,-,0,968,91777,qm,3,14BE,qm_log_game_3,17,holiday_home,7,,,
20541,activate_star,119195,785,757,1684918,-,0,1302,117128,qm,3,14BE,qm_log_game_3,6,blast,8,,,
20556,activate_star,133535,628,884,1699238,-,0,1533,131468,qm,3,14BE,qm_log_game_3,1,blast,9,,,
20569,activate_star,146871,1095,863,1712598,-,0,1751,144804,qm,3,14BE,qm_log_game_3,13,blast,10,,,
20586,activate_star,5768,655,161,1732238,-,0,1944,161362,qm,3,14BE,qm_log_game_3,3,holiday_home,11,,,
20603,activate_star,29105,877,148,1755558,-,0,2264,184699,qm,3,14BE,qm_log_game_3,8,blast,12,,,
20616,activate_star,42526,1074,306,1768998,-,0,2628,198120,qm,3,14BE,qm_log_game_3,12,holiday_home,13,,,
20648,activate_star,92929,909,427,1819398,-,0,2782,248523,qm,3,14BE,qm_log_game_3,10,holiday_home,14,,,
20783,activate_star,5389,1008,598,91153319,-,0,0,2636,im,1,15AZ,im_log_game_1,11,blast,1,,,
20796,activate_star,19784,989,271,91167719,-,0,-87,17031,im,1,15AZ,im_log_game_1,10,holiday_home,2,,,
20813,activate_star,44748,648,160,91192679,-,0,16,41995,im,1,15AZ,im_log_game_1,4,blast,3,,,
20828,activate_star,60503,1202,781,91208439,-,0,128,57750,im,1,15AZ,im_log_game_1,15,holiday_home,4,,,
20845,activate_star,85868,849,897,91233799,-,0,50,83115,im,1,15AZ,im_log_game_1,7,blast,5,,,
20858,activate_star,99309,1217,456,91247239,-,0,176,96556,im,1,15AZ,im_log_game_1,16,holiday_home,6,,,
20877,activate_star,125028,698,437,91272959,-,0,183,122275,im,1,15AZ,im_log_game_1,6,blast,7,,,
20891,activate_star,139667,674,730,91287599,-,0,309,136914,im,1,15AZ,im_log_game_1,5,blast,8,,,
20906,activate_star,159029,1150,148,91306959,-,0,440,156276,im,1,15AZ,im_log_game_1,14,holiday_home,9,,,
20923,activate_star,183066,603,921,91330999,-,0,554,180313,im,1,15AZ,im_log_game_1,1,holiday_home,10,,,
21115,activate_star,7079,927,471,92043698,-,0,0,2317,im,2,15AZ,im_log_game_2,7,blast,1,,,
21128,activate_star,20199,977,781,92056816,-,0,278,15437,im,2,15AZ,im_log_game_2,9,blast,2,,,
21141,activate_star,33560,776,930,92070176,-,0,241,28798,im,2,15AZ,im_log_game_2,4,blast,3,,,
21161,activate_star,59123,599,467,92095736,-,0,289,54361,im,2,15AZ,im_log_game_2,1,blast,4,,,
21176,activate_star,74921,1307,821,92111536,-,0,422,70159,im,2,15AZ,im_log_game_2,15,blast,5,,,
21189,activate_star,88251,821,236,92124856,-,0,572,83489,im,2,15AZ,im_log_game_2,5,blast,6,,,
21204,activate_star,102244,1103,261,92138856,-,0,516,97482,im,2,15AZ,im_log_game_2,11,holiday_home,7,,,
21221,activate_star,127082,1351,316,92163696,-,0,468,122320,im,2,15AZ,im_log_game_2,19,holiday_home,8,,,
21999,activate_star,4207,994,521,96297106,-,0,0,2008,qm,1,15AZ,qm_log_game_1,12,blast,1,,,
22012,activate_star,18019,930,296,96310945,-,0,76,15820,qm,1,15AZ,qm_log_game_1,9,holiday_home,2,,,
22031,activate_star,44702,997,728,96337625,-,0,102,42503,qm,1,15AZ,qm_log_game_1,13,blast,3,,,
22044,activate_star,58256,1301,424,96351185,-,0,39,56057,qm,1,15AZ,qm_log_game_1,19,blast,4,,,
22059,activate_star,73061,1240,734,96365985,-,0,319,70862,qm,1,15AZ,qm_log_game_1,16,holiday_home,5,,,
22063,activate_star,83068,604,223,96375985,-,0,319,80869,qm,1,15AZ,qm_log_game_1,3,holiday_home,6,,,
22306,activate_star,4106,984,509,96985993,-,0,0,2014,qm,2,15AZ,qm_log_game_2,11,blast,1,,,
22321,activate_star,19784,1246,612,97001673,-,0,-50,17692,qm,2,15AZ,qm_log_game_2,15,holiday_home,2,,,
22342,activate_star,45820,943,839,97027713,-,0,149,43728,qm,2,15AZ,qm_log_game_2,10,blast,3,,,
22355,activate_star,59543,1342,220,97041433,-,0,272,57451,qm,2,15AZ,qm_log_game_2,18,blast,4,,,
